,textID,text,label,label_text
14534,3060502022,"a surprisingly good day, now its time to sleep. hopefully sweet dreams await me",2,positive
21656,7812fa18bd,my blog is now updated,1,neutral
1132,eb226209dd,they were actually there omg apparently a relative of marc went to my school lol,1,neutral
10642,60f43efdf6," Sweeny Todd is an awesome movie, the best",2,positive
10521,f7e80a4d74,"No school, again. This time cuz im sick.",0,negative
19200,70a0bcd877,I wish I was going to see      today!! I`m sad I dont,0,negative
21088,8229e05542,good morning - thank you for my hot cup of tea ,2,positive
2871,43e90ec450,4 cases of swine flu!,1,neutral
12996,7785792609,wow my trip to tampa has come to an end...,2,positive
1772,c22e61bf24," http://twitpic.com/4vgzy - Moving is great, especially if lots of them help.",2,positive
10593,7dd0e2f478,wanted to go to the club...dancing;)..but now iï¿½m tired anyways i have to go to work tomorrow!,0,negative
1913,4c8b993f7b, hehe...nice try,2,positive
14212,248d492262, anyday! I hate living here!,0,negative
9256,905c8e158f,"today was alot of fun. i love my family ,sammy hernandez and caitlin hughes.  goodnight!",2,positive
12602,f8109b4028," OR, just make someone walk on ur back?? I`m a professional back walker-on`er  I could use that too, on the lower regions!",1,neutral
14188,1f05a6ab64,Man my daddy left to work again  I never see him a lot I miss my daddy :` (,0,negative
15417,88435f757a, hahahaha your watching 106 too... i miss Oceans 10...,0,negative
1105,93b6f1ee3e, No kidding there! Ugh ... One thing I know for sure - it won`t be me showing the property this weekend,0,negative
17076,783c783733,now aches & chills have joined the party. Why couldn`t the cold just go away? It had to get worse?,0,negative
19514,eec3238014," If you see it at Nova on a Monday, tickets are only $8",1,neutral
4956,247e9c28a5,Haha Happy Star Wars Day!  'May the 4th be with you' - clever,2,positive
8307,7f751d78fb,"God, I HATE scary movies. They are not at all. I`m such a wimpy.",0,negative
21370,b31ee23c1c,Daddy just left.................without me  http://yfrog.com/13pdrmj,0,negative
3696,83229c2a8a,_Foster Just so i can see how they look with the other icons. Both themes btw.,1,neutral
7778,46de360d09,Why do you hurt me? Does it bring you joy to see me cry? You know I love you more then anything and yet u break my heart everyday!,2,positive
18725,14300fc275, I MISS U CEDDY,0,negative
628,856c445b1e,may the 4th be with you! HAPPY STAR WARS DAY!,2,positive
2451,28da039399,met the shortest line ever at FCB Tunapuna... then the tellers disappeared,1,neutral
18625,48ad683dd2,Happy Mother`s Day to Us  FOR NOT BEIN MAMMAS YET and being lucky enough to live our lives a little 1st,2,positive
21941,37fa1cef8f, Interesting Combination  Have a great one ;),2,positive
2176,1f9e2bdd81," I know. But like I said, I have no idea how long it takes for them to investigate this stuff.",1,neutral
20504,770f50c71c,my little booboo is sick,0,negative
2787,05a0e60f99, I`m sorry to hear that.,0,negative
12297,6fd2aff430,will just take a bath,1,neutral
1196,5da7eca093, So you wouldn`t reply to my gorgeous hot pink shoe then?,2,positive
18060,4683460ce7,lost my game  by 3 POINTS!!!!!,0,negative
7618,8280562439,"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!",1,neutral
4444,f2a331b8c4,I have MAJOR CRAMPLES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,negative
11128,b6129f53ba,running errands with geeta... feeling like i have the plague,0,negative
15514,b72d063ad6,Good morning,2,positive
5722,95a9f1cccc,Now i`m fully awake,1,neutral
19458,4d0785bb33,http://twitpic.com/664b7 - miss my bestfriend :`( now she left school,0,negative
10695,145ba56a5a,Havnt gotten any in months  my ex seems into dating but there isn`t that spark anymore  still in love with loser who left me,0,negative
4967,7972133a6e,the whole day.,1,neutral
10410,bd593a70ba,watching jackass. then bed,1,neutral
4009,3d0019d09c, dont cry for me! i will see u tomorrow.  muah.,2,positive
15515,b0a00379a7,"Good Morning BTW - A public holiday in UK, love it  and dinner tonoght with 2 special people.",2,positive
3583,96f22cceec, hey  yall were amazing at bamboozle! thanks for stopping to take apicture on saturday.. seemed like you were in a rush though!,2,positive
21753,fd6ebd68f6,I would Join you shopping but i have work all weekend  six degrees of seperation is confsuing,0,negative
18020,4636ad66d9,"can`t wait to get his hands on his new blackberry, this one is dying on me",0,negative
12424,bdd86aec44, when he`s there. he wasn`t there today. sadness!,0,negative
8277,aff624f133, thanx Tom  love u too !!!!!!!!!!!!!!!!!!!!!!! have a great day,2,positive
3667,53a461642e, Morning babe!  I plan on overdoing it today! lol Hope you do rest & put your feet up! xxxx,2,positive
12474,8eb2964d5b,3rd day of pain,1,neutral
12782,c2d5ea7e5c,Watching French Open tennis - sad to see Venus make an early exit this morning!,0,negative
10211,b03e80f1c0,Grounds himself from getting more toys...only cause I have officially ran out of room to place them,1,neutral
3423,a5ca70509c,Cant stop playin` in my head  -- pussycat dolls jai ho ellen degeneres [HD] http://bit.ly/HxLfm,1,neutral
10717,baab8f7354, u think its fair...... k den i guess m wrng.... still i feel its not at all fair....,0,negative
8199,68695df983, It means 'luv ya' in Zulu/Xhosa. Probably spelt it wrong lol. Can`t b creative 2day ...tired  so translated,1,neutral
20387,c795a94f0e, yes(: but now,1,neutral
5366,fe81496843,12 more days until CA!! i get to see my paniniii,1,neutral
17313,29667b76c1,am hungry agaaaaaaiiiin maaaam,0,negative
2895,d09fc2ea42,Dangit! I just got my Kiss Album in and it`s the wrong color.,0,negative
14122,d55e51e012,my favourite song tonight is cheer it on by Tokyo Police Club,2,positive
1296,f6030d65a4, I`m learning to,1,neutral
3642,5cc5c97a8c, No problem. I`m just sharing the whole list to you.,1,neutral
18903,e61ed1b1a2,"Old enough to know better, young enough to not CARE!",1,neutral
20175,5a155e7fe6,"Can`t seem to sleep tonight... Its 3:38am, I need to get up in less than 4 hours...",0,negative
21650,a85eb567d6,"checked out Green Day on demand & saw the new live videos. U were right, they did blow my mind  I love u SGB, even more all the time, Mom",2,positive
21450,1939525eec,"Oh man, I feel sick. As in I might have contracted a cold... maybe from the kids` slobber on Thursday",0,negative
8548,d6cb35aa93,At least it`s Friday...working `til 1:30AM,1,neutral
5451,eea38eb311,Learning how to jerk and stanky leg at sunset cliffs. headlights spotlight  with colorado and fam,1,neutral
10685,9602407df9,"Time to watch OP, then some Dead Like Me, then sleep.",1,neutral
15449,039010ddab,"I don`t get it, I was feeling fine yesterday. and now im a ball of sickness ! i hate the flu,",0,negative
7866,be3e08e2da,No Yonkers news posts until June 2 because the newspaper furloughed me,1,neutral
12867,3b1b9b44ea, yeah... it`s gonna be a long while for me.,1,neutral
14607,f3759e574a,I need new socks,1,neutral
9797,72cfb17265," 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",0,negative
11755,e19d9ed663,"such a long day, heading to bed  . iloveyou <3",2,positive
13979,3611ede525, You know we dont believe half of what they say,0,negative
9738,db36682f23, i bet so,1,neutral
14385,dc571b5ef9,presentations finished. Busted ankle after stupido models broke catwalk and I TWICE fell in hole in beautiful bottle green Mary Janes,1,neutral
6474,c9ed0d71db,Today is 777 days until LeakyCon 2011. Awesome number but I wish it wasn`t so far away,2,positive
8811,d370238b6b,just saw an advert for ATTICS TO EDEN on tv  out today and only ï¿½9.99 from HMV...so I`m not sure why I had to pay ï¿½13 at HMV...never mind,1,neutral
492,d86eaa0487, what Brody how dare u,0,negative
11691,adb113b997, Hello there! Thankyou. I always seem to make a difference in  someone`s life everyday.,2,positive
19714,2ae74adf30,"When the weather`s... ugh, something like asthma. So, yeah, Ventolin.",0,negative
1116,3f998f0b9d,"mmm - home-made pizza (that I helped to make), a home-made cheesecake (to eat soon) & family... a nice day for mother & nanna",2,positive
5637,686ae7c9d5,Chillen with Csla.. Waiting to start.. Watchin pacquiao rerun..,1,neutral
5085,f4799c7882," Not sure if this is good or bad news for you, but you are listed as staff: http://www.thesixthaxis.com/staff/",1,neutral
1757,360cee7f54," 'ICANT LIVE, i cant live!!!' lmao. Oh and btw - oooowwwch my foot  hurry with that plaster, im going to bleed to death",0,negative
11486,8fccceea97," if you register now, you`ll be able to buy in pre-presale next year. Saturday`s gonna be mayhem on internet, wake up early girl",1,neutral
18951,d990d404e7,WOW i just drank a drink of water - 12 ice cubes that took ages to melt. i now have brian freeze,0,negative
20948,1c245fd3dd,PeeWee is napping on the couch.  http://apps.facebook.com/dogbook/profile/view/5608012,1,neutral
6353,14cfb35236,"i feel extra-nauseous all of a sudden, like my stomach wasn`t ready to resume peristalsis after the events of two nights prior",0,negative
21875,e46c6de79e, Good to hear  I have a feeling though the `behind the scenes` and/or being there is better than what is shown on TV!,2,positive
21964,8c932ad57c, really? Awesome!,2,positive
3644,303b13ea56,my cheeeks hurt so bad. what happened!?,0,negative
14350,ba2e5533ae,  they r the most random things that my mind can churn..as the Chennai heat gets to me I can assure u these will b more often.,0,negative
12001,e451867f18, teehee. it was a good show anyway,2,positive
18892,51746e27ed," def see ya tonight, we must get some RN photo`s, I didn`t get any yesterday  lol! And thanks for doing so, please don`t forget!",2,positive
11185,634ce8816e, Socksy`s just plucky and independent to Caspar`s lazy and attention seeking,0,negative
1696,12456985b1,At work sick  but I`m ok to the mall!,0,negative
2295,c00e8432c2,happy star wars dayyyy =D and hbd to uncle LEE,2,positive
14794,06cde06003, OMG SO srry to hear that,0,negative
14696,7fe6effd14,_Nye why so quiet lately?,1,neutral
5939,9fdbbae837,"wish i could be in via funchal  yesterday, , , ,  were PERFECT, the best day in my life ****",2,positive
20875,3263ff468b, nice one,2,positive
9968,94d2b00f6b,Cultural tour 102 by loiusa`s family: kangaroo sight-seeing in cemetary. Lovely,2,positive
11033,5fc72965a1,Looks like I got a new job,2,positive
3313,d847a02d82,sport-day with charlotte,1,neutral
14824,64885a69ca," Thanks al...i had a freakin ball!! great company, awesome venues....what more could a girl want?  love ya!!",2,positive
9784,5ab5ca184c, i need a hug i dnt feel so good,2,positive
9915,cdecbcc985, - whoa. 'sack chasing whores' ? that is soo out of character for you to say that...  bring back my sweet Superman,1,neutral
215,3a5d56bece,Oh thank god!  so sad that I`m this happy.,1,neutral
1072,f5a08bfb29,This sars has really got me down.,0,negative
8682,78130aa4fc,aw now where`s that little asian girl who runs round pooping her pants in public? i miss laughing at her.,0,negative
21048,eefbc18906,With My Boy Still  He`s everything to me,1,neutral
7006,221cb70ba5, that`s what i was last night,1,neutral
13379,0f525a5629,  thanks  I`m holding my mini laser light thingy lol. How are u?,2,positive
8652,acfad4374f," what about Midge? She definitely has to be in on that tie for first. She`s completely dumb  and yeah, punk`d indeed",0,negative
13705,0ae07bff82,God **** you Twitter!!!!!!!!!!!!!! Stop eating my undeleted DMs!!!!!!!!!!!!!!!!!!!!!!!!!!,0,negative
15384,acdf2a77d4,heyyy where`d my tweet go?  *shouts to  bc her lists are always amazing!,2,positive
25,b7942e0495,good morning work this morning gutted lol nevermind,1,neutral
21437,40d4463220, Link didn`t work,0,negative
10601,e8b0f25bfe,Sonny you are a mystery man!  I`m into it thoughh.,1,neutral
7659,1ce6042e00,"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",0,negative
13401,5073bd3ff7,would really like to not be at work and instead taking a nap.,2,positive
5690,2d6e96cb85,No more Wiffleball..  ****.,0,negative
9744,d04ed76592, its ok. im juz curious,2,positive
21132,df5bd277ca,wishes he can just call her.  blah. it used to be so easy to move on. wtf happened?,0,negative
20459,3af30aa0a6,chillin an havin a drink,1,neutral
12721,0bf0e16979,Sitting here with my baby .. Libby has a fever 101.0  shes fussy,0,negative
9171,51dc583ddc,"I`m fighting off feeling sick. Hoping it`s just tired. I`m really not feeling too well, though",0,negative
10847,560aeb3191, I KNOW I`m so excited for them!,2,positive
11908,6160e3f79b,Home lost the baseball game by 1 friggin` point!  Now I`m gonna scrap.,0,negative
630,428baa3d14,my eyes hurts..,0,negative
20525,2e057debac,lovely night of steve-o and family guy. off to bed.,2,positive
8707,f5575d994a,"my car is in at the garage & is not coming out anytime soon! last time I heard the gearbox was the problem, still waiting for the quote.",0,negative
19322,1cc2f519ce, automated ****-downloader would have to know which **** you like. youporn has this new recommendation feature,1,neutral
6614,d667ecff01,i have runny nose... i can`t breathe.. terrible feeling...,0,negative
5243,f96479f1d9,Off to work at the church,1,neutral
1102,80cea4864e,"I feel like ive done the London marathon, I ach all over",0,negative
2204,92654b40a5,i am on aim getting ready to go to bed. running a 5k tommorow for mothers day. wish me luck!,2,positive
21761,da5f868c8b," you certainly can, and good morning to you",1,neutral
12903,e95b3cc20f,GOING TO WATCH SUPERNATURAL shall return afterwards  ****,1,neutral
11477,6ee93c53ad,Jeff was right! Call of Duty pwns. Now i just gotta figure out what to do with this xtra copy of Wolvarine I bought earlier this week.,2,positive
11308,c829b69a74,needs shows before wednesay!!! oh well... come one come all... Irvine Improv live @ Gotham Showcase 8pm  lots of good comics...then me.,2,positive
13767,93c591ea16,"50 Kayla-lee, i think your the only one that knows what that number means lol  x",1,neutral
15064,23f3818de2, Cheers for that! Will have a look at that later and hopefully get sorted!,2,positive
12512,98b04f4f4f," I wanna go, but I so freaking broke   Have fun for me",1,neutral
21975,e95598b3b6," Yaay! I was supposed to go, but I missed it",0,negative
18591,d921c7e00e," Heh, aye. I should have investigated properly first before asking  Does seem like it`s not the most obvious thing though.",0,negative
17356,84386a19a5, swimming and tanning was heaven! i blasted music while tanning and was in my own world.,2,positive
14890,f15e734e81,"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad.",0,negative
719,49d301ec0d, You don`t want to leave because secretly you know Australia is twenty times better than America!,2,positive
13839,001b0e9abe,she made my sister cry too hahah. bless her.  i hope she can do it again.,2,positive
6155,ede80b9f63,"AK, flop comes 2K6 I bet 15 get raised to 25 I call, turn is A, we check, river rag, then I check and he bets 15, I raise 15 he calls, 22",1,neutral
4025,9ce96b939b,yo yo yo! i like ice cream,2,positive
8224,e483f2a16d, aww we love you too,2,positive
17908,05f06cdc25, yeeeeah . . . and it was in intro too  seen Empire top 100 computer games? http://www.empireonline.com...,1,neutral
15493,abb85af198, it`s called retro my dear and I wear fifties fashion sometimes....did you not see my birthday pictures?,1,neutral
16093,031c478bcf,cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,0,negative
18606,605da579d0,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,1,neutral
5818,b1fd95cf83,sooo cloooseee,1,neutral
11956,5238b26d73, Oh noooooo!!!      I`m so sorry!!  That sucks hard!,0,negative
3866,0d8328f19c," Just wanted to point out that on Youtube, you have more subscribers than Tom Felton. Thought that might make you happy.",2,positive
2745,cb774db0d1," I`d have responded, if I were going",1,neutral
11867,0905f8247b,"and it`s off to work I go, only 9.5 days until the kiddo`s finish",1,neutral
10343,e240dc7027,"Shower is taken. It is in the room right by the bed. Yeasterday we had the shower on the balcony, with sea wiew, that was a bit nicer",2,positive
21520,0ddd5ec1e3,_PaulEvans heyyyyy boo,1,neutral
11950,9e7f5651d8,Recovering from a lovely but slightly stressful weekend in France,1,neutral
20905,aaf786894b," aw, gutted",0,negative
4214,72c189d82a,Ugh i have boom boom pow stuck in my head and i hate that song,0,negative
12096,558aa40edb, heyyyyyyyyyyyyyya,1,neutral
15193,4d3e8d0978, i did that but my INS wouldn`t pay for the therapy  so now i dk what to do!!,0,negative
1401,78de864435,okie gonna tweet more because i am loosing you guys or girls,0,negative
12828,07fd0f3a7b,Happy Star Wars day everyone,2,positive
3253,39fe859c2d,Happy Mothers Day mom!  I love you!,2,positive
20474,e33d5ceea2, HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,1,neutral
2158,e5af32e35c,"I am going to work than, ill be home, and im going to look for my camera since it must be lost in my house. everyone have a wonderful day",2,positive
8578,f05097eb3c," I loves me some Jeff Lynne, and I do enjoy sitar work, but that was kinda weird. To each his own, I s`pose!",2,positive
17058,e415b7e325,throat infection coming on strong I think  I can taste blood :S,0,negative
19228,5e12958a9b, thanks dude. Being a low level business man its hard to get normal credit cards..also our place is not listed with any bank,1,neutral
7011,7d55f61f2f,sweet dreams,2,positive
18876,013364639f, i wish there was an 'i like' option (like fb) for things like this,2,positive
10197,a045c601ea," haha I was JUST talking about that to my colleague. I have 539 DMs, only 15 - 20 are actual messages and not spam",1,neutral
3841,b867858e93," yeah - stomach bug or something. Fever, etc. Not fun.",0,negative
18199,5db4f576b6,My last day with my favorite teacher.....im quite sad,0,negative
11849,d93afa85cf," Car not happy, big big dent in boot! Hoping theyre not going to write it off, crossing fingers and waiting",1,neutral
2100,e587eeba94, hahaha tempting! but nvm la. i`m quite a klutz.  i actually fare better with my hp cam LOL,2,positive
1673,9b638aff3f,Good Morning and Happy Mothers Day everyone,2,positive
10293,34bc4c5ff9,My head hurts so bad I could scream!,0,negative
4213,5f3e8d34d2,waiting for  to wake up...... hazin a sad,0,negative
7480,bd0d46246a, oh @ work? poor boy,0,negative
17932,db32167a64, So are you going to watch Star trek or Wolverine..? I bet you are going to watch both  Right?,1,neutral
14562,9183cc51a8,MY best `thing` on the planet,2,positive
18729,f2296b62dc, bamboo/jade green !,1,neutral
11515,1ff712af2c,Got the keys to my new flat - gorgeous weather for weekend - and i`m spending it 'PACKING',2,positive
8547,9db597413a,rock week  i don`t think danny`s gonna go home this week  he`s never been in the bottom three.. and he`s a really good singer,2,positive
17845,935aa9d3e4,"So happy. Great, glowy, ravey, beery night. Now smokey, pizzary night with cool friends. And I love liz  x",2,positive
14823,e9f9565ec3,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",0,negative
16923,bc4061f80d,"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days",1,neutral
16363,44e7f97625,I am never going to get these pictures taken,1,neutral
14609,d401179d8d, i love cobra starship!!  thanks for the suggestion!,2,positive
18135,9843c4688e, hahaa your awesomee !,2,positive
18156,33db8973d5,I need a bigger mp3 player... even if it pains me to say it,0,negative
9388,5aadbb1411,i have sore throat. that`s suck.,0,negative
10070,973e2e7792, oh wow THANKS Wayne,2,positive
10860,ccb5130fed,Just took a shower.We`re gonna go to Church.Time to thank Him for my mother.,2,positive
18400,3756c05ba5,Our currency is dropping like nobodies business; not a good time to be going overseas  http://is.gd/JsgL,0,negative
2005,95b0d4bdfa,Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!,2,positive
15887,4d60b43dc7,"_RICHARDS A man loves his sweetheart the most, his wife the best, but his mother the longest. Happy Mother`s Day",2,positive
15233,08e8b684dc,can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,0,negative
13411,cc4bf3a021,"going on a picnic with my dad - atleast i persauded him out of the idea of walking & cycling. yum, special k.",2,positive
2257,70729836f7,Wrapped up some html/java work now spending the night dabbling in some flash intros,1,neutral
18809,1cd56df654,a bedtime story pls....,1,neutral
5574,09be54d930,is also very excited for the BLAZIN SQUAD revival!  im rooting for `em-- their new song http://tinyurl.com/dz7tms,2,positive
9083,5bbbcbb058,_mazur Hahaha...and I who actually thought you just were popular!,1,neutral
5355,466a36d52e,It`s Hollie spelt with an `ie` not a y!! She made me cry on BGT tonight  Gxx,0,negative
6093,76b4b5192f," dreamwidth, a new journaling site that just went into open beta.",1,neutral
7935,14bda95cd2, lol... hell yeah!,1,neutral
1519,b6b82a6d07, Not enough time for Disney World.... might just have to watch the Disney channel instead.,1,neutral
1378,129aa16e80,HAPPY MOTHER`S DAY TO ALL MOTHERS!,2,positive
15206,3a0e81d7de,Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer,2,positive
19602,7bbe48fae4,mum`s day - ended up being happy  not that it`s my day or anything....,2,positive
13200,511521855b,has such a freakin migraine,0,negative
19989,a2cf6cc397," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",2,positive
5842,7ff2dbbe25,"All the cool people I want to find for following today are #English, and I guess the English don`t tweet.",1,neutral
7122,62be6ead7d,Just got back from Apple Store in Robina. Managed to get a replacement iPhone because it couldn`t access the web properly. So shiny,1,neutral
16211,b832265a8e,"I really, really want a golden retriever. Too bad I won`t be living in a home where she could run around for about 10 years",1,neutral
12820,4ec29960a0,Teaching people the beauty of twitter,2,positive
5832,7fd422900b, I GET IT.  YOU ESPLAINED IT TO ME AWHILE AGO.,0,negative
9821,65a3a7d925,this is for   http://tinyurl.com/d8fgxr,1,neutral
12718,4d97f4be67,where is the rain please come out,1,neutral
522,1e32b7806f,Good Morning Tweeties,2,positive
15372,f68fbbc1db,**** you is all i have to say,0,negative
234,75b90c5a72,I think i am getting a cold,1,neutral
12180,eaf89b4158,At the coast. Too many people here i know.  i love you Nicci!,2,positive
6318,1dd93ad2be,wishes she would call him ...   *hc*,1,neutral
11992,df10d3b9ae,having my hair dyed today  ugh im bored. still tired from friday lol. swear down bossman ;),0,negative
20670,5237f98883,Happy Mother`s Day Mom! I love You!,2,positive
1948,625eed2c1f,Maybe I`m lacking in Friday feeling cos more of my trousers won`t go on  Thunder thighs!,0,negative
6361,66c610f2fa,Roxy was right. This palmade stuffs pretty cool,2,positive
21351,d1983228a6,twitter has spam!!?? oh no,1,neutral
20347,04b6ddc2da,_2890 Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks,0,negative
11684,365f873a4c,Happy Mothers Day to Heidi Klum,2,positive
15927,9dda22ab22,Working on several book projects that are due to be released within the next few months.  I need an extra pair of hands!  It`s all good...,2,positive
20996,b12cead655,"just woke up, hopefully going to see the Xmen film today?",1,neutral
2224,8b648c6715,so tired from school and work. shower than neighboures.,0,negative
20945,1e4bcc6393," come home, then. Not so boring here.",0,negative
15246,683d167ae5,wanted to sleep but a friend from Denmark just poked me on IM,1,neutral
16209,7d2f8e5e7a,Had a blood test today.   Wasn`t too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte & a bun.Yum!,2,positive
5571,99eb148b44,I just love when all my little brothers friends come over,2,positive
4523,e2c97d579f, what a cute dog,2,positive
5793,4863688a7f,_x all three are in the first 2 weeks of june for me,1,neutral
5738,b0406dc4eb, funny u havent showed me any love yet at all,1,neutral
4728,e1859d533b,I hate not bringing my ipod to school,0,negative
7818,e25aff6abb,11:10pm on a Saturday... you know what that means! BEDTIME!,1,neutral
8859,642f6f34b9, my little felted thing looks like an incestuous by- product of two of your lovelies,2,positive
21899,82cfcadf20,"Tomorrow afternoon (well, later today actually) is a shoot with Seattle Sinner Newspaper and Femme Fatale Seattle photographers",1,neutral
15275,26d3d6def5,I have no one to go to the spring show with,1,neutral
2437,878506caf2,Type cold in my room,1,neutral
14087,66d02b456b,  awesome! All deserved I`m sure. Miss the Crabs games,2,positive
11989,a7850c4612,"Just came back from watching Terminator Salvation @ Cathay. It`s so-so only, not so much action  but I feel sorry for Marcus though.",0,negative
3167,792063a20e,    _Geronimo    Thanks for sharing with your friends!,2,positive
18193,0b2c0c6522, Yes! Join us! All we require is a cupcake donation...,1,neutral
19821,393c3d5c7a,"? Polly Scattergood`s new single out today! Download the Please Don`t Touch EP on iTunes, it`s ace!  http://tr.im/kpK8",2,positive
13752,04b878ae01,I want Dec to be my dad,1,neutral
15920,208cbe4682,dang that burrito and toaster strudle(sp?) was just a tease im still hungry,1,neutral
14027,e90239f5f1,Time to head back home. My business here is done.,1,neutral
7016,e2d012bcd7,SF felt WAY too intense for me tonight. Hope that doesn`t keep up. Upset with myself for not hanging with  and pearl,0,negative
13386,0389813675, The link doesn`t work,0,negative
15998,d9fdec393d,"_shediddy lol , you gotta share too",1,neutral
12641,01f3f364e2, cool  what did you get?,1,neutral
19462,695950a9f9,**** you ipod for freezing when i need you most,0,negative
4945,26cc370a41,Oops forgot to shave my legs!  Byebye to my favorite cousin   Bklyn two nights in a row... We go hardd!!!!!!!,1,neutral
15649,8195593a93, FOR REAL!  Isn`**** exciting!!!!,2,positive
12237,2b8f9a437b,"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can`t wait to play, need to find some more time though",2,positive
6046,3f1d0f6b96,"_Meir ohhhh ouch dude, I got it now I was drunk last night and didn`t get the context. Sorry dude.",0,negative
9227,67684df6dd,Hi this is http://gayorbispace.com We hope everybody is having a safe & fun weekend,2,positive
5585,4b98894d6c,"all alone.  still watching TWW, eating Italian chocolate and solving logic puzzles.",1,neutral
5590,a1fc050e50,is thinking today will be a longg day!,1,neutral
1228,1121c78b0c,off to bed with my sore ****,1,neutral
18691,9e38c183ad,really thinks wee callum should of got through last night,1,neutral
13341,f83bd50949,Traffic is horrific on 695..I jus wanna gt my dog,0,negative
13333,42d8d643bf, I doubt I will tho !  twit pic sumthin,1,neutral
14743,9dc15a8e95, No surprise there. They probably don`t know themselves where it is,1,neutral
8244,e1a0b39aea,"  what can i say, i am a creatur of night, hmm, should be dne soon",1,neutral
19386,4d4c12fca4,http://bit.ly/qiPUU  Jon 4 Lakers Video Blackberry,1,neutral
16237,2cfd3fb19d, just something different than all the text around it.  There`s no difference whatsoever,1,neutral
6555,b484ef8a8a,character designs complete! .... in about a week we`ll give another sneak peak... stay posted!,1,neutral
15373,82732f8f5d," I know you won`t keep a wild dog, or else you won`t be able in the situation to use Mandriva in your life.",1,neutral
12145,eb29aeedad,"Just helped save a runaway dog. he didn`t want to be my friend, though.",1,neutral
159,c4ffb519a5,I don`t feel any pressure right now...    Happy Mother`s Day people...,2,positive
1589,d38801e899, mark harmon just got shot on my tv,1,neutral
15369,6df4f92e25,She has an awsome voice. Bored nothin to do i should really consider  going back to school yeah right i`d rather cry of boredom  forever,1,neutral
5565,6f3620c65a,_Divine take my advice lookin through the phone cost me my relationship,2,positive
7190,a518a3fce5,"Landon now announces, 'Big poopy coming!' every time. I`m just waiting for him to yell that in a store for the first time",1,neutral
19119,fc8efe7e13,  Idk. I`m only a stupid 7th Grader,0,negative
10576,19d585c61b,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year",0,negative
15061,03fbd8f6b2,  I wish I had Left 4 Dead. But first I`d need something to play it on...,1,neutral
13364,dcacc9ef8f,They just layed off 23 teachers in the city near me  I wonder if I should be thinking about not going into that jobfield...,1,neutral
1556,2f05c39046,"is exhausted from a great weekend, and is looking forward to this week",1,neutral
2828,1251b166af,Listening to Yultron!!,1,neutral
436,1426009f75,_Eclectic but then you leave,1,neutral
15592,fd606c4473, on a day like this...,1,neutral
21614,1d20b2af46,"_ladie haha, I`ve got my camera and lenses ready!",1,neutral
17972,9179d1c84f,Claude Debussy is my homeboy,1,neutral
2780,0b55a20f3f,back to Roseburg...and an empty apartment,1,neutral
3701,389fd29501,everyone follow  and  ! they are amazing,2,positive
5686,eabb71a3dc, hurts to be you! Sunshine all weekend and you don`t get to play. That`s sad.,0,negative
4727,6b4a84c31c,I`m so getting the cold,1,neutral
17622,594162e9a0,"  Tat, You looks beautiful and are a heck of a mama and business woman.   Dana",1,neutral
2951,f213912b19,I have to work tomorrow too sheli,1,neutral
2555,6417912691,Happy Hug Your Mom Day!! love you mom,2,positive
10350,17abf64739, Tell my work to give me two days off in a row! Stat! I`m full time I`m supposed to have priority,1,neutral
18867,9fce0ac9cf," Hey, nothing wrong with that!",2,positive
17881,f87b5205b8,Soo sad my McMcBuddy thinks I look like I could have a little rainbow  ... I like burritos ok! BURRITOS!!!,1,neutral
12737,660324ee3b, I know! I need a new iPhone stat-- I dropped mine on the cement 2 weeks ago and a couple rows of pixels went out,1,neutral
6465,bf74134201,Well it`s not far back to sanity. At least it`s not for me.,1,neutral
7355,1b18c28cf8,Well that`s the last of the Fabs gone,1,neutral
15717,e387419315,Think I`ll go enjoy the sun`s rays again...I LOVE being off work,2,positive
7823,2f72905dbd,Its 1:11am and both my girls are still up! .. im so tired ..,0,negative
12449,fcc45b5d05,_girl - Bummer...mail came but package didn`t,0,negative
20390,9bfd4a6e29,wish i didnt have to go to work tonight,2,positive
